state,date,inpatient_beds_used_covid
LA,2023/02/13,358
FL,2023/03/08,1378
NH,2023/06/24,9
KS,2023/01/18,206
SC,2022/11/29,285
SC,2023/04/08,228
AS,2023/05/14,0
CA,2022/11/01,1971
MO,2023/05/15,379
VT,2022/12/31,54
NV,2023/03/15,145
NE,2022/11/20,176
MN,2023/06/18,2
HI,2023/04/30,82
AR,2023/03/29,181
PA,2023/04/21,624
MN,2023/02/13,479
AZ,2023/04/05,459
OR,2023/04/01,262
LA,2022/12/28,364
AK,2022/12/12,44
NY,2022/12/23,4057
OK,2022/12/21,429
AK,2023/02/16,39
VA,2023/04/28,184
OH,2023/04/30,535
OH,2022/10/26,1284
AL,2023/06/08,86
ME,2023/03/16,167
PA,2023/01/23,1752
CO,2023/03/21,222
AZ,2023/03/15,507
NM,2022/11/04,175
VI,2023/03/11,1
VA,2022/12/21,864
NC,2023/03/31,1051
NM,2022/11/06,184
MS,2023/02/24,182
NH,2023/02/09,78
TN,2023/06/27,89
TX,2023/07/01,116
DC,2022/12/16,264
IL,2023/04/10,623
NE,2022/11/19,171
AR,2023/02/02,239
MN,2023/01/26,441
PA,2023/04/15,751
VA,2022/12/10,758
NE,2023/05/21,63
ND,2023/04/08,27
FL,2023/06/02,902
KY,2023/05/04,187
TN,2022/12/15,695
AR,2023/02/13,198
ID,2023/06/24,21
NH,2023/05/28,24
NY,2023/04/07,1238
VI,2023/06/08,9
NH,2022/12/06,85
GA,2023/03/22,752
WY,2023/06/16,7
LA,2023/01/17,464
WI,2022/12/28,663
ID,2023/04/08,54
WV,2023/01/26,250
CT,2023/01/18,680
OH,2022/11/05,1235
MO,2023/04/09,581
IL,2022/12/21,1695
VT,2023/05/28,9
HI,2022/12/26,81
NE,2023/02/20,180
AR,2023/05/16,133
IN,2022/10/31,454
IA,2023/04/21,102
CO,2022/11/22,451
UT,2023/03/27,101
WA,2023/05/11,286
MI,2023/03/14,777
PA,2023/04/27,620
WI,2023/03/27,358
NV,2022/12/04,350
MI,2022/12/20,1379
KS,2023/03/23,153
DC,2023/02/04,153
NV,2023/01/10,262
CT,2023/06/26,51
WV,2023/03/02,213
NM,2023/03/11,87
DC,2023/04/03,71
ID,2023/01/31,63
ID,2023/03/19,75
AK,2022/10/23,30
AK,2022/12/29,26
WA,2022/12/07,602
CO,2023/07/01,47
VI,2023/06/16,2
AZ,2023/01/17,607
NJ,2023/05/28,201
VT,2023/06/17,0
MN,2023/01/29,445
MS,2022/12/06,239
AS,2023/05/04,0
NC,2022/11/12,1495
VT,2023/02/08,42
OH,2023/05/03,520
OH,2022/10/30,1203
ID,2023/06/14,21
IN,2022/12/25,592
DE,2023/01/07,283
AS,2022/07/15,7
AR,2023/04/06,158
IL,2023/02/26,897
FL,2023/03/20,1326
NY,2023/03/24,1373
WA,2023/04/10,393
PA,2022/10/28,1762
OH,2023/06/16,318
GA,2022/11/01,923
VT,2023/05/07,7
WI,2023/04/23,286
MI,2023/05/23,352
SC,2023/03/18,276
NJ,2023/02/10,1148
ID,2023/02/28,80
NM,2023/03/21,76
DE,2023/04/05,90
IA,2023/02/08,123
PR,2023/06/01,174
WI,2023/02/18,401
CT,2022/12/23,682
OR,2023/06/02,166
AR,2023/05/10,154
HI,2023/04/02,83
UT,2023/04/06,74
MT,2023/06/11,4
NV,2023/05/01,122
WY,2023/05/26,6
IA,2023/02/22,157
GA,2022/10/25,849
HI,2022/11/06,124
FL,2023/01/12,2969
RI,2023/01/03,136
IN,2023/06/27,17
NH,2022/10/31,117
MD,2023/05/14,246
OH,2023/06/06,371
SC,2023/06/21,190
NE,2023/03/29,198
MA,2023/03/11,442
CT,2023/02/17,373
MD,2022/10/30,681
CA,2023/05/08,1485
NE,2023/06/04,29
WV,2022/11/30,185
NC,2022/11/14,1596
MN,2023/01/22,437
WY,2023/03/01,26
DE,2022/12/01,197
NC,2022/11/23,1454
CT,2023/02/03,485
NV,2023/06/23,20
WY,2022/10/23,25
WI,2023/05/27,138
MN,2022/10/26,584
VI,2022/12/16,2
NY,2023/05/11,824
WY,2023/01/12,28
NV,2023/04/17,125
AL,2023/05/11,111
RI,2023/03/18,48
VT,2023/02/24,26
AK,2023/03/27,24
AR,2023/02/01,240
IA,2023/03/24,176
SC,2023/04/10,239
MI,2022/12/13,1262
NC,2022/11/04,1540
OK,2023/05/19,97
AZ,2023/01/20,572
VA,2022/12/18,854
DC,2023/02/07,159
MO,2023/02/18,654
AR,2023/01/24,305
WA,2022/11/17,372
LA,2023/02/12,362
SD,2023/05/30,11
OR,2023/05/26,163
TX,2023/02/05,2301
PA,2022/12/13,1940
OR,2023/03/22,303
NE,2023/02/26,163
NE,2023/06/29,21
RI,2022/10/26,102
PR,2022/12/07,220
MO,2022/12/13,1048
PA,2023/05/19,540
AL,2023/05/22,119
TX,2022/11/14,1337
DE,2023/06/05,41
MA,2023/01/10,1251
NH,2023/04/06,43
NY,2022/11/24,3082
SC,2023/06/14,198
MD,2023/04/06,304
CO,2023/05/21,118
MN,2023/04/14,271
NY,2022/11/10,3075
WA,2023/06/19,220
MD,2023/03/09,519
VI,2023/03/28,2
IN,2022/11/03,452
WI,2023/06/23,33
SC,2023/01/31,391
KY,2023/04/30,188
NH,2022/12/15,119
ME,2023/03/24,152
IA,2022/11/27,195
GA,2023/02/21,1116
MT,2022/11/26,63
OK,2023/02/27,291
AL,2023/03/12,214
UT,2023/01/12,150
GA,2022/12/18,1354
ND,2023/01/01,56
PR,2023/02/04,118
SD,2023/06/07,11
PR,2023/01/12,207
NJ,2022/11/11,1078
MT,2022/12/03,65
CA,2023/01/03,5200
AS,2023/02/14,0
VI,2021/10/28,5
NM,2023/01/31,108
SC,2023/02/28,419
CO,2023/01/08,316
KY,2022/12/12,521
CT,2023/02/02,494
ME,2023/06/21,23
UT,2022/10/29,117
NM,2023/01/18,90
CT,2023/04/30,108
DE,2022/12/10,219
AK,2023/05/15,23
RI,2023/01/25,109
IL,2023/02/18,898
KY,2023/05/31,114
KY,2023/03/03,392
DC,2023/02/18,133
NE,2023/01/06,228
PR,2023/04/02,50
MS,2023/04/12,119
AS,2023/01/15,0
MO,2023/04/03,587
AZ,2023/05/28,286
NE,2023/06/19,20
IA,2022/11/16,149
CA,2023/06/20,753
WY,2022/10/30,16
AK,2023/05/18,15
OK,2023/04/19,168
MD,2023/03/01,586
MO,2022/12/17,1008
CA,2023/05/07,1457
WA,2023/04/27,336
NE,2022/12/16,307
DE,2023/03/06,165
NV,2023/04/04,149
WY,2023/05/03,9
RI,2023/05/24,21
AS,2023/05/11,0
MO,2023/03/20,701
MD,2023/03/02,544
HI,2023/02/26,44
VT,2021/06/30,8
CO,2023/05/20,122
IN,2023/03/11,315
DC,2023/04/16,60
RI,2023/01/29,115
OH,2023/06/24,241
ND,2023/01/12,54
PA,2023/03/19,1036
PA,2023/06/13,391
AK,2023/05/08,28
KS,2022/12/26,263
KY,2023/03/13,318
TX,2023/05/05,1120
DC,2023/05/23,39
VA,2023/06/11,130
NJ,2023/03/09,692
PR,2022/12/27,182
GA,2022/11/03,947
ME,2023/06/06,53
UT,2023/01/16,129
AS,2023/03/01,0
CT,2023/05/30,72
AZ,2022/11/26,1017
SD,2022/12/30,56
CA,2022/11/21,3091
NH,2023/05/25,23
OK,2023/06/29,72
WI,2023/01/13,589
DE,2022/11/25,171
HI,2023/05/25,71
PR,2023/02/07,126
MN,2022/11/16,580
PR,2022/12/02,229
MA,2023/02/28,590
ME,2023/04/21,82
MA,2023/04/28,218
ID,2023/02/22,84
NJ,2023/03/27,461
OH,2023/02/18,969
DC,2023/04/11,64
ND,2023/06/22,6
VA,2023/01/21,842
NY,2022/12/16,4152
ND,2023/04/04,37
RI,2023/06/06,28
FL,2022/12/09,2051
AK,2023/05/07,24
AZ,2022/10/29,424
IA,2022/11/14,158
KS,2023/05/18,55
OK,2022/11/01,245
DE,2022/10/26,181
MS,2023/04/25,120
WY,2023/06/25,10
VA,2023/04/17,251
ID,2023/02/23,86
WY,2022/12/16,34
HI,2023/01/28,60
IA,2023/02/24,136
MA,2023/06/13,184
MN,2023/02/08,440
NC,2023/01/18,2295
PA,2022/12/06,1809
IL,2022/11/29,1418
DE,2023/02/05,242
OK,2023/01/26,366
VA,2022/11/25,546
KS,2023/06/26,4
NV,2023/01/02,302
AZ,2022/12/01,1111
AL,2023/01/31,450
NE,2022/12/21,259
DC,2022/12/17,264
NM,2023/05/03,87
WV,2023/02/26,197
MI,2023/03/12,749
CT,2023/01/23,590
AS,2023/04/02,0
SD,2023/03/22,37
OK,2023/06/20,50
VA,2023/06/29,118
IA,2021/07/22,230
NY,2022/11/17,2974
IL,2023/02/25,897
WY,2023/05/29,3
AR,2023/03/15,186
CA,2023/02/25,2957
LA,2023/01/24,328
RI,2023/05/09,33
OR,2022/12/20,450
SC,2023/05/08,235
SC,2023/04/28,216
OH,2022/11/22,1255
VA,2023/04/10,283
VI,2023/05/24,8
MA,2022/10/28,778
MI,2023/07/01,26
KY,2023/01/27,474
DE,2023/04/14,71
ID,2022/10/25,103
ND,2022/12/28,64
WV,2023/02/25,190
PR,2023/05/15,107
OK,2023/04/20,165
MN,2022/11/03,556
LA,2023/06/14,16
SD,2022/11/12,77
TN,2023/06/07,124
GA,2023/05/29,517
DE,2023/01/29,251
UT,2023/01/08,162
NC,2023/04/26,883
IA,2023/04/06,175
IN,2022/11/02,439
NV,2023/02/02,165
NH,2023/06/15,12
UT,2023/02/14,120
MD,2023/02/15,653
VI,2023/05/13,5
WA,2023/03/13,465
MI,2022/09/12,1170
RI,2022/05/16,107
AS,2021/11/30,0
KS,2022/10/10,161
NY,2022/10/21,3219
SC,2022/04/05,119
CA,2022/07/14,4891
WV,2022/07/07,299
WI,2022/06/08,476
DE,2022/07/09,189
IA,2022/04/21,83
CO,2022/03/16,218
SC,2022/02/25,656
CA,2022/09/11,3024
OH,2022/05/26,962
KS,2022/08/27,215
MN,2022/05/17,500
AS,2022/07/13,8
UT,2022/09/28,109
GA,2022/09/21,1104
MD,2022/07/12,727
OH,2022/07/09,1154
NE,2022/10/03,148
HI,2022/04/20,41
NV,2022/08/31,196
NV,2022/06/09,438
OK,2022/04/20,131
MO,2022/05/06,367
AZ,2022/09/03,462
AZ,2022/02/22,1468
AR,2022/02/18,966
CA,2022/08/11,4364
ND,2022/04/03,49
WA,2022/08/06,798
PR,2022/09/23,227
WV,2022/05/16,155
DE,2022/09/24,169
DE,2022/08/05,231
SC,2022/09/07,470
IN,2022/05/09,303
ND,2022/05/01,53
LA,2022/10/07,173
VT,2022/06/08,31
PR,2022/05/10,310
TN,2022/07/30,913
FL,2022/05/31,2730
NE,2022/02/23,355
PA,2022/08/01,1584
PR,2022/08/10,404
DE,2022/09/17,200
SC,2022/07/14,486
TN,2022/03/24,397
CT,2022/09/27,431
TX,2022/04/09,1196
FL,2022/09/20,2250
DC,2022/09/13,165
WV,2022/06/18,224
NY,2022/07/13,2895
ME,2022/08/10,159
MT,2022/09/26,75
VT,2022/06/07,26
ND,2022/04/08,41
PA,2022/07/15,1503
NY,2022/06/26,2225
AL,2022/10/10,312
WV,2022/05/24,188
IL,2022/08/11,1481
CO,2022/07/19,361
DC,2022/04/12,69
WY,2022/06/26,34
NC,2022/04/30,833
LA,2022/07/11,496
NM,2022/06/15,192
PR,2022/09/04,260
FL,2022/08/07,4349
NH,2022/06/30,71
KY,2022/10/03,414
WV,2022/07/05,255
PR,2022/02/21,128
NH,2022/09/25,99
CO,2022/02/20,638
AR,2022/06/09,178
SD,2022/02/20,182
NM,2022/03/13,158
CT,2022/10/15,421
NJ,2022/07/20,1143
CA,2022/05/03,1385
NV,2022/04/17,110
FL,2022/09/01,3112
PA,2022/09/27,1724
NY,2022/03/03,2026
VT,2022/07/25,31
WA,2022/10/20,356
PR,2022/03/01,87
VA,2022/06/21,651
TX,2022/03/03,3637
NY,2022/03/13,1436
VA,2022/08/30,905
OH,2022/03/05,1200
CT,2022/09/18,407
ME,2022/09/30,211
LA,2022/04/15,73
MO,2022/04/13,413
KS,2022/03/24,144
VA,2022/09/10,780
AZ,2022/09/09,434
MS,2022/05/29,101
AL,2022/07/29,885
VT,2022/08/27,41
KS,2022/08/07,254
SC,2022/08/01,626
NJ,2022/04/24,568
KS,2022/08/21,229
CT,2022/04/26,258
MN,2022/10/08,489
ND,2022/08/09,100
TX,2022/07/06,3211
AR,2022/07/31,437
MN,2022/04/22,303
CA,2022/04/05,1417
PA,2022/09/09,1675
MA,2022/04/08,281
IA,2022/10/20,126
NV,2022/09/09,127
MO,2022/05/07,381
AZ,2022/08/27,498
MI,2022/09/13,1154
OR,2022/07/25,485
AR,2022/03/03,502
WI,2022/07/11,460
TX,2022/09/13,2586
IN,2022/09/25,370
TN,2022/05/30,386
IL,2022/07/23,1426
MS,2022/07/19,472
MA,2022/05/24,838
WI,2022/03/01,601
TX,2022/04/17,1100
AL,2022/05/27,204
IN,2022/06/23,493
WY,2022/03/29,9
ND,2022/06/04,60
NE,2022/07/05,181
NM,2022/09/22,111
RI,2022/06/29,49
TN,2022/09/01,845
UT,2022/05/22,96
SD,2022/06/02,49
NV,2022/03/29,153
PR,2022/09/14,261
SC,2022/07/17,501
IN,2022/08/04,831
WV,2022/03/26,186
SD,2022/05/15,31
KS,2022/05/25,88
AR,2022/04/26,89
NE,2022/06/15,139
DE,2022/08/15,231
NY,2022/03/16,1383
IA,2022/06/06,171
NC,2022/03/29,897
NJ,2022/08/08,1205
CA,2022/09/19,2656
KS,2022/08/20,214
KS,2022/09/15,201
WA,2022/04/12,481
IL,2022/09/10,1277
MA,2022/03/07,319
NE,2022/06/23,170
PR,2022/03/12,49
DC,2022/08/10,214
NH,2022/08/06,96
IA,2022/10/13,156
CA,2022/07/23,5080
OR,2022/08/13,416
KY,2022/03/04,821
IA,2022/09/23,187
OH,2022/06/20,1057
TX,2022/10/02,1752
IA,2022/04/09,69
MT,2022/04/15,18
DC,2022/03/03,138
SD,2022/10/16,62
ID,2022/08/15,119
WI,2022/07/27,555
UT,2022/08/09,191
NY,2022/02/24,2584
NJ,2022/04/29,550
MA,2022/05/05,605
WI,2022/04/13,198
CA,2022/03/10,2944
ME,2022/03/23,109
DC,2022/03/15,94
MD,2022/09/20,670
NE,2022/07/04,177
NY,2022/03/23,1237
ND,2022/06/21,70
FL,2022/04/10,909
WV,2022/08/20,392
AL,2022/08/24,739
AZ,2022/05/28,427
MT,2022/04/16,17
NV,2022/05/25,278
AR,2022/05/17,109
AK,2022/04/24,24
AR,2022/09/07,343
NJ,2022/05/09,705
NV,2022/08/30,186
IL,2022/09/29,942
MO,2022/06/02,636
AR,2022/10/06,228
MI,2022/03/28,474
NM,2022/03/12,162
MO,2022/04/23,375
PA,2022/06/28,1289
TX,2022/08/06,3832
VA,2022/03/27,373
GA,2022/10/05,929
MO,2022/08/29,872
AL,2022/04/29,166
FL,2022/02/22,3695
TN,2022/08/04,910
SC,2022/05/21,224
AZ,2022/04/06,322
RI,2022/08/19,91
UT,2022/08/15,189
ND,2022/10/16,58
AK,2022/10/10,34
AS,2022/08/09,0
MO,2022/10/03,707
CO,2022/03/29,153
HI,2022/06/02,207
UT,2022/06/13,176
NH,2022/04/25,77
FL,2022/07/14,4425
RI,2022/06/28,50
PA,2022/04/11,607
RI,2022/05/22,86
SC,2022/05/31,252
IL,2022/08/20,1369
VT,2022/05/18,66
AR,2022/04/17,98
ND,2022/02/28,123
ND,2022/09/17,86
MN,2022/09/18,509
TX,2022/03/22,1759
OK,2022/08/17,468
KS,2022/06/17,156
HI,2022/07/24,182
NY,2022/06/12,2175
PA,2022/09/28,1643
VT,2022/08/12,32
AR,2022/05/12,103
PA,2022/04/26,832
NJ,2022/04/05,429
KS,2022/04/06,119
PR,2022/03/06,66
CT,2022/02/28,234
IN,2022/08/12,781
MO,2022/06/25,861
AZ,2022/07/09,717
MS,2022/07/09,383
MI,2022/09/04,1153
LA,2022/06/27,356
WV,2022/10/13,202
KY,2022/05/27,326
NV,2022/09/18,107
NY,2022/09/06,2569
WV,2022/06/24,231
KS,2022/09/07,205
IN,2022/09/06,658
VA,2022/08/10,917
AR,2022/04/02,157
AZ,2022/05/26,443
KY,2022/03/11,577
MN,2022/05/07,383
CT,2022/05/11,342
MI,2022/10/02,1058
IA,2022/03/02,191
FL,2022/10/04,1706
AZ,2022/09/15,345
AR,2022/10/13,201
WV,2022/03/08,468
MN,2022/05/22,477
RI,2022/09/05,82
RI,2022/07/18,65
PA,2022/07/01,1350
IA,2022/08/19,256
OH,2022/06/30,1027
PA,2022/08/09,1744
MT,2022/04/06,14
UT,2022/07/02,241
NY,2022/06/18,2077
OR,2022/10/18,333
MS,2022/09/05,325
OR,2022/02/18,902
SC,2022/06/25,260
MO,2022/07/03,770
OK,2022/03/07,453
NE,2022/03/14,155
MA,2022/07/07,599
SD,2022/10/05,72
RI,2022/06/23,41
MO,2022/04/14,402
NE,2022/04/26,75
MA,2022/10/22,885
OR,2022/03/16,363
CA,2022/08/10,4464
AR,2022/04/22,101
CT,2022/06/17,320
PR,2022/06/15,420
KY,2022/06/13,432
MS,2022/05/15,78
IL,2022/04/13,492
GA,2022/09/30,926
TX,2022/04/22,1064
NY,2022/05/01,2303
ID,2022/06/20,126
ID,2022/07/02,135
GA,2022/05/19,715
ND,2022/09/09,74
GA,2022/03/18,876
AZ,2022/07/27,781
ND,2022/07/08,69
WV,2022/03/27,171
LA,2022/05/15,73
NE,2022/03/21,133
VT,2022/04/21,50
LA,2022/06/28,363
KS,2022/05/18,81
RI,2022/10/08,83
WI,2022/05/11,372
ME,2022/08/17,163
NV,2022/04/02,172
MA,2022/03/25,248
NY,2022/10/12,2972
TX,2022/04/02,1349
MS,2022/07/21,461
WV,2022/06/23,231
WV,2022/03/03,558
GA,2022/03/25,697
WA,2022/07/27,872
ID,2022/03/05,168
DC,2022/06/15,137
IL,2022/06/09,1225
OR,2022/10/10,321
OK,2022/07/24,454
MT,2022/05/13,33
AR,2022/09/18,304
PA,2022/05/07,1138
UT,2022/05/12,83
KY,2022/06/07,421
PR,2022/07/03,404
OK,2022/05/03,128
IA,2022/04/03,59
LA,2022/09/28,181
TX,2022/03/23,1683
ND,2022/03/01,113
IA,2022/06/23,185
DC,2022/05/04,87
NJ,2022/09/16,849
WY,2022/03/05,35
PR,2022/07/11,383
FL,2022/04/05,1029
MS,2022/09/16,229
NV,2022/02/27,435
TN,2022/07/22,883
MD,2022/07/19,737
ME,2022/06/26,122
WI,2022/05/26,447
PA,2022/05/29,1549
LA,2022/03/01,346
IL,2022/03/20,594
DC,2022/03/05,143
NJ,2022/09/10,855
NJ,2022/04/15,453
DE,2022/06/04,195
OR,2022/03/18,333
DC,2022/09/23,145
FL,2022/07/23,4257
HI,2022/05/23,158
ID,2022/02/28,234
WA,2022/10/02,462
CO,2022/08/24,223
CT,2022/04/30,281
NV,2022/05/08,156
RI,2022/03/04,61
NJ,2022/09/21,934
IL,2022/10/13,964
NC,2022/08/06,1595
VI,2022/10/16,1
MN,2022/06/18,416
WI,2022/04/11,188
AR,2022/09/10,332
CT,2022/09/08,418
HI,2022/04/01,41
PA,2022/09/18,1533
NC,2022/08/15,2100
UT,2022/03/05,256
NJ,2022/09/30,924
KS,2022/03/29,136
FL,2022/04/04,960
FL,2022/07/13,4454
TX,2022/09/14,2496
MT,2022/05/04,25
PR,2022/04/08,57
IA,2022/08/08,320
TN,2022/08/18,905
CO,2022/06/30,403
OK,2022/07/23,454
CT,2022/06/03,386
MA,2022/05/02,579
AZ,2022/03/05,905
PA,2022/04/13,659
MA,2022/07/13,637
ND,2022/07/02,52
SC,2022/09/20,340
LA,2022/08/24,358
HI,2022/03/28,38
TN,2022/03/20,450
LA,2022/05/11,68
WA,2022/10/15,418
MO,2022/10/04,755
NM,2022/05/27,134
NC,2022/10/19,1565
NJ,2022/07/05,918
ND,2022/08/15,111
LA,2022/06/22,281
SC,2022/03/27,147
PR,2022/06/14,405
CT,2022/06/18,318
IA,2022/03/03,205
IA,2022/05/19,147
NJ,2022/03/26,383
SD,2022/09/30,69
KY,2022/03/02,943
ID,2022/08/09,157
ME,2022/05/08,234
MN,2022/05/29,517
AZ,2022/03/01,1122
NY,2022/07/02,2328
OH,2022/07/27,1465
NE,2022/03/26,106
ND,2022/04/27,57
CT,2022/08/08,401
DE,2022/02/24,165
ME,2022/05/29,186
TN,2022/10/01,418
CT,2022/09/09,371
VI,2022/09/06,9
DC,2022/10/11,139
MS,2022/08/28,314
IL,2022/04/05,576
MS,2022/10/08,148
AS,2022/01/26,0
ME,2022/08/02,152
DC,2022/03/13,119
DC,2022/06/22,143
TX,2022/06/06,1599
CA,2022/04/14,1269
ID,2022/08/26,161
RI,2022/05/29,84
VA,2022/05/11,435
UT,2022/05/19,105
MS,2022/03/06,305
NY,2022/04/28,2250
WY,2022/10/04,27
IN,2022/09/11,552
KS,2022/04/17,71
AR,2022/06/03,164
OK,2022/04/24,106
NV,2022/02/19,709
VT,2022/05/25,48
NH,2022/09/13,89
ME,2022/05/28,179
RI,2022/06/30,48
PR,2022/03/03,79
TN,2022/08/29,871
KS,2022/05/28,97
WA,2022/09/23,470
NH,2022/07/19,108
ME,2022/09/26,180
MT,2022/10/20,71
KY,2022/09/13,651
KY,2022/03/12,530
CT,2022/07/17,366
HI,2022/04/16,42
ND,2022/06/13,82
WV,2022/06/16,234
TN,2022/03/28,359
SC,2022/03/08,372
WY,2022/03/12,29
SD,2022/08/22,105
MO,2022/02/22,1642
TN,2022/04/12,205
KY,2022/05/26,327
AZ,2022/07/18,808
NM,2022/03/02,274
NV,2022/08/05,301
NV,2022/06/08,395
TX,2022/03/21,1760
MS,2022/06/16,241
NH,2022/06/05,88
OR,2022/07/31,493
VT,2022/05/14,76
NE,2022/05/19,107
AR,2022/06/11,191
NH,2022/06/07,91
ND,2022/04/12,50
DC,2022/07/06,188
PA,2022/08/03,1637
ID,2022/07/08,163
IA,2022/02/23,314
AL,2022/10/09,302
DC,2022/02/21,180
TX,2022/08/08,3851
ID,2022/09/28,121
HI,2022/09/17,78
MD,2022/10/18,677
WV,2022/04/05,156
MS,2022/10/17,141
NE,2022/06/17,147
AS,2022/05/05,1
OK,2022/09/11,359
WA,2022/09/04,546
WI,2022/05/02,277
MS,2022/06/30,339
ND,2022/05/02,57
VA,2022/04/01,354
MA,2022/03/16,276
NY,2022/06/24,2196
AS,2022/03/30,4
DC,2022/10/02,143
TN,2022/08/12,915
WY,2022/06/08,17
KY,2022/02/21,1484
DC,2022/06/14,150
OK,2022/05/04,144
GA,2022/08/03,1776
MA,2022/08/31,634
OK,2022/08/11,421
NE,2022/09/24,157
MN,2022/07/01,459
UT,2022/07/09,277
DC,2022/04/21,65
IL,2022/05/12,961
AR,2022/08/13,424
PA,2022/04/03,593
MD,2022/02/20,730
KY,2022/09/03,729
LA,2022/06/20,292
WY,2022/07/31,38
WV,2022/04/28,105
WY,2022/08/13,36
NH,2022/09/06,96
WA,2022/03/02,944
FL,2022/08/23,3597
MO,2022/09/08,926
NM,2022/02/17,465
MN,2022/02/19,772
AR,2022/05/25,120
MA,2022/07/16,640
NJ,2022/04/10,435
TX,2022/06/17,2193
VA,2022/06/03,663
ID,2022/06/19,121
MI,2022/02/17,1805
IA,2022/03/21,78
KY,2022/03/13,511
IA,2022/07/20,267
DC,2022/03/12,118
PR,2022/05/28,391
PA,2022/09/08,1699
NY,2022/03/22,1298
HI,2022/04/27,68
HI,2022/08/29,115
NE,2022/07/06,196
AL,2022/04/07,158
NE,2022/09/14,220
CA,2022/08/17,4110
SC,2022/03/11,279
CA,2022/09/25,2397
WV,2022/07/22,398
NY,2022/05/14,2787
NE,2022/03/07,206
CT,2022/04/07,169
TX,2022/02/19,6127
CT,2022/03/08,201
SC,2022/09/01,505
UT,2022/09/19,138
NM,2022/09/03,134
NY,2022/08/20,2645
CT,2022/05/01,279
ND,2022/06/29,58
ME,2022/04/11,109
LA,2022/08/18,405
MN,2022/07/17,471
MS,2022/04/30,67
GA,2022/03/27,685
OK,2022/04/15,169
WV,2022/05/20,194
KY,2022/09/22,530
NY,2022/03/25,1174
MN,2022/06/12,448
WI,2022/06/22,451
AK,2022/04/05,21
PA,2022/04/22,743
GA,2022/08/22,1677
DE,2022/06/29,195
ND,2022/06/18,70
VT,2022/08/21,31
PR,2022/03/31,41
SC,2022/10/04,243
ID,2022/02/22,308
DE,2022/09/05,196
OH,2022/08/27,1482
MN,2022/04/03,268
AR,2022/05/02,83
OK,2022/08/02,464
IL,2022/04/24,699
RI,2022/08/25,113
WV,2022/06/09,238
ND,2022/05/12,50
IA,2022/03/12,139
AZ,2022/04/25,337
ID,2022/05/06,45
OK,2022/04/14,168
AS,2022/08/28,0
KY,2022/09/04,733
WV,2022/06/25,224
VA,2022/05/08,381
MO,2022/07/16,1005
KS,2022/09/26,199
MO,2022/03/07,950
DC,2022/05/14,95
MN,2022/08/19,587
NE,2022/04/22,76
AS,2022/02/20,0
OR,2022/09/26,325
NM,2022/03/26,127
AZ,2022/10/16,367
DC,2022/06/16,126
CA,2022/05/18,1944
WI,2022/08/29,539
MI,2022/09/23,1124
IL,2022/09/16,1163
LA,2022/07/27,583
OK,2022/08/10,438
HI,2022/06/18,221
AK,2022/09/10,43
NH,2022/03/04,82
OR,2022/05/25,424
MD,2022/07/25,761
PA,2022/04/07,613
RI,2022/02/23,92
HI,2022/07/05,197
ID,2022/06/18,109
TN,2022/08/11,933
PR,2022/08/26,345
OK,2022/04/19,149
NM,2022/04/07,78
PR,2022/02/22,124
AR,2022/04/21,100
ME,2022/04/15,119
CA,2022/10/08,2009
IL,2022/03/06,836
NC,2022/04/20,697
MD,2022/05/14,514
IA,2022/10/02,173
ND,2022/07/10,66
MN,2022/06/01,550
TX,2022/09/03,2896
NY,2022/06/25,2126
WV,2022/09/24,276
WA,2022/09/03,556
OH,2022/09/15,1444
WV,2022/04/10,111
SC,2022/08/11,604
NY,2022/07/07,2669
KS,2022/04/25,74
DE,2022/07/18,213
LA,2022/05/21,117
HI,2022/07/22,203
MO,2022/06/27,802
LA,2022/02/18,725
WA,2022/02/28,967
TN,2022/06/08,523
UT,2022/06/19,204
KY,2022/03/30,284
MO,2022/10/22,704
MA,2022/09/20,619
IL,2022/05/02,680
OK,2022/06/10,165
AZ,2022/04/15,300
SD,2022/05/19,35
WA,2022/08/26,623
PR,2022/06/27,398
MA,2022/04/14,384
OH,2022/06/11,994
ND,2022/05/22,57
NM,2022/07/27,258
UT,2022/06/18,190
PA,2022/04/30,869
NM,2022/07/29,217
DC,2022/07/03,149
ND,2022/10/06,71
DC,2022/08/27,210
OK,2022/09/30,287
VA,2022/04/20,263
OK,2022/10/14,205
CT,2022/05/07,337
NJ,2022/10/20,1181
IA,2022/09/13,231
NY,2022/05/24,3055
CO,2022/07/17,347
NV,2022/09/10,132
WI,2022/10/18,499
TX,2022/09/23,2191
LA,2022/07/09,433
DC,2022/06/08,137
MO,2022/02/25,1437
NH,2022/05/05,111
OK,2022/03/10,400
MA,2022/06/25,573
NC,2022/09/13,1926
MI,2022/03/09,828
MO,2022/07/14,1003
VT,2022/08/31,46
NC,2022/10/01,1468
MD,2022/10/15,634
AK,2022/03/27,36
VA,2022/09/29,591
PR,2022/05/30,375
FL,2022/02/25,3117
NV,2022/10/06,134
MS,2022/08/03,465
VA,2022/07/17,800
NC,2022/10/14,1523
KS,2022/02/19,555
MT,2022/10/10,56
GA,2022/02/27,1925
DC,2022/08/18,200
TX,2022/10/13,1545
MI,2022/08/05,1102
MN,2022/09/08,534
MA,2022/06/11,595
MA,2022/03/22,262
WV,2022/04/04,167
VA,2022/09/16,702
MO,2022/05/31,562
SC,2022/04/04,111
NV,2022/04/28,132
NE,2022/06/05,138
